"AE_FAETC"	"AE_FCTAE"	"DAE_FAETC"	"DAE_FCTAE"	"VAE_FCTAE"	"SVAE"	"MMDVAE"
2.07415378951324	0.792796609769818	0.041744800504419	-0.437006390775643	-0.102625128370665	-0.804066561602685	-0.407459225559864
0.393582188565738	0.829515803248406	1.14898221632621	-0.659447600643132	-0.459340439392826	-0.561605886648857	-0.204561156511311
-0.0999732698226478	-0.265377006967717	-0.779677436377623	0.159991567073508	-0.367150208478058	-0.573247817417288	-0.831331258506524
-0.415267598109375	0.236300972616886	3.51422762641496	0.713885139290101	-0.0216151305839013	0.676697330905988	0.516626265150672
-0.568515554775371	-0.11433316349549	1.43523431292143	-0.570727488254152	-0.499065610973222	-0.165141183529645	-0.0161005177842542
2.97272504600202	0.0467450199159222	1.80005336077606	-0.824432888062545	-0.390110106593213	-0.787017743222298	-0.150685182870363
-0.569314410919997	0.0857513627712906	-0.706313815853615	-0.770300070750196	-0.21555783179657	-0.771130174510563	-0.681347033802074
0.584947908780195	-0.397333097958011	-0.468889233484916	0.0214717850810019	0.615965388481286	-0.051257608632579	-0.726449515495039
-0.0994224271422356	-0.472903602485939	0.104491775426757	-0.41896952361105	-0.694349006768609	-0.0933901033445095	-0.335606823589894
-0.375460368420734	-0.144964625014724	-0.262916365263136	0.779860788638077	0.2332505625987	-0.328909509390322	-0.671992622987574
