"AE_FAETC"	"AE_FCTAE"	"DAE_FAETC"	"DAE_FCTAE"	"VAE_FCTAE"	"SVAE"	"MMDVAE"
1.81645417681625	-0.557301132000089	-0.14226047776936	-0.554071760815428	-0.75222592195979	-0.823393234553132	-0.674948120936464
-0.456437753734846	-0.511610337402475	-0.753616481439625	-0.564258349038976	-0.265391683724528	-0.611463310663025	-0.379928123962558
-0.837464456291811	-0.561097074172002	-0.375484790658203	-0.307828621866161	-0.669197761292252	0.203791755250199	-0.0493602778290547
0.153916254565532	-0.788729434866734	-0.678632657544254	-0.649054032234751	-0.312537336933926	-0.637204257278996	-0.741956390489627
0.00487053490842992	0.399541189996851	-0.756382949428909	0.48592252935217	-0.76863474234741	0.599300428403052	-0.156619480996205
-0.756526289207102	-0.770252595485083	-0.777139302435063	-0.690562544965295	-0.669036117353228	-0.720164538207438	-0.711188530293338
-0.648987889654245	-0.531936874751261	-0.140607829337508	-0.713372846258074	-0.740866070607671	1.0467979589998	-0.586948884061146
-0.522642065577091	-0.353083046103403	0.552954016149428	-0.531635169007381	-0.693504594497158	-0.674833465265309	-0.575047853907299
1.97345242797223	-0.348060782606899	-0.470335651998566	-0.315436555329554	-0.78877441182585	0.123340694967163	-0.327359441630963
-0.142393139545023	0.200775361667761	-0.0754703165272078	-0.548488740464476	-0.447509943336143	0.859803651365837	0.827971583017443
