"AE_FAETC"	"AE_FCTAE"	"DAE_FAETC"	"DAE_FCTAE"	"VAE_FCTAE"	"SVAE"	"MMDVAE"
-0.545819255716277	1.44943870456305	-0.619178032995696	-0.591446663260726	-0.791697218600682	-0.357212155640486	-0.828901689223039
-0.246584438411343	-0.775038274697411	-0.648029705531865	-0.504147032046872	0.278789922326288	-0.468796700870359	-0.743868045454067
-0.829153306869438	0.820254581908539	-0.5359997304078	1.90050922319583	-0.840543676297451	-0.655298211972947	-0.687790308156349
-0.128378494856845	-0.606254412240962	-0.743155247712347	-0.688372788012611	-0.78275167019464	-0.555456381145351	0.516411500556553
-0.00569138029718688	0.0115017256773758	-0.104218913243819	0.791855328684282	-0.705334821660911	-0.569333490773381	-0.815852237834823
-0.211616954000268	0.490010721196461	-0.0158136363281504	-0.782841027728403	-0.361500511741953	-0.842891226641724	-0.582155235491024
0.142601621826447	-0.385623728597253	1.29898919620575	-0.633321279595808	-0.774314990561892	-0.775009073846809	-0.337568714508032
-0.560191613284026	1.61983246423905	0.570582347666925	0.323609625577371	-0.842510639993776	0.870093071848012	0.634634068140977
0.37027906332434	-0.594487526116861	0.650790511609483	0.267912558908748	-0.835821048274885	-0.371012673822356	-0.0897671448028314
3.58103360288386	-0.11329195602041	0.984479453994493	1.39548025741871	-0.836114438455981	0.0902241255448151	-0.184421438746795
