"AE_FAETC"	"AE_FCTAE"	"DAE_FAETC"	"DAE_FCTAE"	"VAE_FCTAE"	"SVAE"	"MMDVAE"
2.60048964312641	-0.444084816437643	2.24245758524358	-0.657063377240691	0.14510652568499	-0.54485829950888	0.784477458287247
3.93946886929727	-0.687680460116176	-0.489807877464063	1.25357933121376	-0.549049682943961	-0.518950157427621	-0.805199013570175
-0.809694043791919	0.531901080037973	2.30392636059967	-0.643458851803208	-0.603693024881216	0.307809416008601	-0.274047697308543
-0.26762499597942	1.16495683816105	1.04766225871555	-0.583915030103443	0.313205494133518	1.01274505288069	-0.177967451874828
-0.8025290242119	0.358744836514761	-0.567256740776498	0.0582157289877307	-0.824271969381934	-0.520217707006471	1.04017439849441
-0.843237325491838	1.88274424328936	-0.353949719522105	0.935625104302694	-0.00755570782959773	-0.249011040446167	0.627995440802845
-0.434966885106597	-0.227971531469281	-0.390933640211785	1.35951724615212	-0.522939473727764	-0.472798988490938	-0.606907988546609
-0.647893660881105	-0.735986064005513	-0.674940957752106	-0.185152552752205	-0.125783088296654	0.493952615967159	-0.466424607081381
-0.464376616043563	-0.173282135868667	-0.817689869970675	-0.77881101725721	-0.700194402275478	-0.0552491796282422	0.144327984039755
-0.538641303771529	-0.738365122118205	-0.523668303342295	-0.559433668209427	-0.794999764078401	1.03565383458738	-0.838768207372869
