"AE_FAETC"	"AE_FCTAE"	"DAE_FAETC"	"DAE_FCTAE"	"VAE_FCTAE"	"SVAE"	"MMDVAE"
0.604165958918797	-0.446442484228224	-0.5852009612813	-0.209759123677842	-0.649883149060712	-0.834703159367371	-0.624816047369078
-0.472024722499017	0.501238269123093	0.562543621165645	-0.6797899507644	-0.671509186312048	-0.518973426077389	0.0555887565174679
-0.507566159755328	-0.758524992078444	0.374735436092877	-0.00162861660647396	-0.760011870920264	-0.667186667062534	-0.568499831644008
-0.828011004718425	-0.686060108306095	-0.351736424110882	-0.103286481979623	-0.456030401881037	-0.639256979121841	-0.192376611142121
-0.838949494527973	-0.73771595758431	-0.670420862719506	1.59711232631344	-0.0883432764482936	-0.161412092968942	-0.721044162259051
0.0659308308434609	0.223873923320289	0.139440339050687	-0.838075348463579	-0.809573828381263	-0.361779599143276	-0.591699022630457
0.0871223482961516	-0.268702649660219	1.27178424051327	-0.826327080061419	0.17858907215205	-0.843486409860256	-0.542128266637415
-0.557031159507042	-0.258632200736672	-0.819939723693585	-0.0236132731111027	-0.202332209674397	-0.250718552911249	0.23066623950645
-0.74732907271297	-0.821895876542305	-0.548682277105129	-0.15014862927096	-0.445189835884261	0.982247434735825	-0.422349507615188
-0.483007315180521	0.650307933199209	-0.599501735444296	0.48479895784292	-0.309885351544774	-0.195990891277732	0.248247532344329
