"AE_FAETC"	"AE_FCTAE"	"DAE_FAETC"	"DAE_FCTAE"	"VAE_FCTAE"	"SVAE"	"MMDVAE"
-0.765426838588854	-0.808226085672908	-0.495738930203755	1.1218060428282	-0.0719784804484353	-0.243469091740821	-0.480452897521565
-0.557751031248766	-0.0878098676419499	1.27864177757124	1.14855576435344	-0.797705701117571	-0.238078413012455	0.0669495379679604
-0.61384183215934	-0.830290845275517	-0.750334504081977	0.922401497180105	-0.449392991088111	-0.792623502271529	0.00135689797168739
0.783333872490266	0.59212550672198	-0.630365966713017	1.19490414702747	0.380476243333421	-0.7908210291203	0.223678218933598
-0.516368456408178	-0.199145393962818	-0.768347764928698	0.357909098091406	-0.597687631542434	-0.542858972114454	-0.602316211804852
-0.231359924358173	-0.23181774144702	-0.367455218573498	-0.691028899915774	-0.833493879289418	-0.642443985747748	-0.249400533245549
-0.285494446065273	-0.655395874722123	-0.188223200005957	1.5233312063969	-0.820218307352241	-0.741504659634177	-0.2750623479537
-0.182521318546823	-0.635371309664193	-0.675133575343246	2.48040541212827	0.188735687834778	-0.433829046087748	-0.625204787482865
-0.801238518071516	-0.400438006219459	-0.759407340261445	1.46198087581239	0.383729451347692	-0.568579214230402	-0.0373424984564752
-0.602830981827365	-0.556537915080949	-0.698373519974585	0.895233364993474	-0.493232749912457	-0.803269884349367	-0.741364944207621
