"AE_FAETC"	"AE_FCTAE"	"DAE_FAETC"	"DAE_FCTAE"	"VAE_FCTAE"	"SVAE"	"MMDVAE"
0.665600854555524	-0.517897559455634	0.0320148961749718	0.476680041815173	-0.713721487235832	-0.274693374484409	0.67518309738996
0.0279940805956871	-0.682735165009278	0.438868429665347	-0.2197699409026	-0.0295367430227249	-0.294932908145946	0.455431169325763
-0.772615742096731	-0.527634312563476	2.36068134157873	2.73791688810129	-0.339322670026231	-0.197388576201668	-0.440902799280363
0.278982969041279	0.122230080283667	-0.38153223283789	0.528397988822125	1.047898281723	-0.402181702059963	0.00381111515212571
0.136913255382849	-0.479930694400327	-0.0337261840336206	-0.593386501022825	-0.740583840115057	1.4887333927708	0.00473797766679371
0.718787250123852	-0.783522728747781	0.234651593047421	-0.440660616960973	-0.506138326180417	0.0734305775362279	-0.453008554131901
0.386893248501158	-0.191253687737639	-0.134030046128286	0.992976445466905	-0.727696098502899	0.45290997522066	0.88218757212402
-0.757513297490403	0.0715192763346936	-0.761267909243565	-0.834585895490758	-0.6927954008346	-0.727429760557267	-0.647253279168461
-0.0249196263557148	-0.352102551450205	-0.0168088559083204	1.25811818523094	0.0205189429497609	-0.685209836717705	0.356354057721857
-0.114422237784775	-0.795628866121532	-0.735143577580821	1.61815985915272	0.150175994710547	-0.0619601955391049	-0.143371133193978
