"AE_FAETC"	"AE_FCTAE"	"DAE_FAETC"	"DAE_FCTAE"	"VAE_FCTAE"	"SVAE"	"MMDVAE"
-0.680508723584203	-0.596514575448306	0.745392980891783	-0.77935013828118	2.50968126469192	0.00272605825364489	1.72407081762315
1.09013460602356	-0.562738477926569	-0.662563428199998	-0.636270113842353	-0.843941212405115	-0.392018967570127	-0.790229671903691
-0.809007172476497	0.75375430339585	-0.00674066612839397	-0.08681860498081	-0.318425566083094	-0.508391869000042	-0.825803047887607
0.365737163086894	-0.445144776629544	0.422701813540264	1.33208632778339	-0.759130448102385	0.146063258840512	-0.733597945461228
-0.624857145582343	-0.684919911083438	-0.2217270217286	-0.0432122039331047	0.192682464465485	-0.499794391610612	0.0257449622389426
-0.795457458842126	0.354210939363916	-0.317400044214266	-0.186803223513016	-0.30834786038991	-0.333740687286988	-0.696110612433038
-0.493815736537285	-0.690266876085675	-0.647175809135789	-0.615552087116422	1.09240154312717	-0.707708397253385	0.166079451193146
-0.454387578867315	-0.823949118375769	-0.68052492497863	0.0796624561361925	-0.783873248174001	-0.462864832618812	1.33079444542927
-0.408242625631139	-0.808154621552827	-0.723702816788839	-0.19874538119443	-0.0300368194640339	-0.833238756646104	-0.617789943810555
-0.480132623472976	-0.671824720507398	0.248119352915313	-0.317509097965339	-0.718576690448655	0.565342203995251	-0.773932323417918
